1990,Italy,United States,1,0,0,0
1990,Austria,Czech Republic,0,1,0,0
1990,Italy,Czech Republic,2,0,0,0
1990,Austria,United States,2,1,0,0
1990,Argentina,Cameroon,0,1,0,0
1990,Russian Federation,Romania,0,2,0,0
1990,Argentina,Russian Federation,2,0,0,0
1990,Cameroon,Romania,2,1,0,0
1990,Argentina,Romania,1,1,0,0
1990,Cameroon,Russian Federation,0,4,0,0
1990,Brazil,Sweden,2,1,0,0
1990,Costa Rica,Scotland,1,0,0,0
1990,Brazil,Costa Rica,1,0,0,0
1990,Sweden,Scotland,1,2,0,0
1990,Brazil,Scotland,1,0,0,0
1990,Sweden,Costa Rica,1,2,0,0
1990,United Arab Emirates,Colombia,0,2,0,0
1990,Germany,Yugoslavia,4,1,0,0
1990,Yugoslavia,Colombia,1,0,0,0
1990,Germany,United Arab Emirates,5,1,0,0
1990,Germany,Colombia,1,1,0,0
1990,Yugoslavia,United Arab Emirates,4,1,0,0
1990,Belgium,South Korea,2,0,0,0
1990,Uruguay,Spain,0,0,0,0
1990,Belgium,Uruguay,3,1,0,0
1990,South Korea,Spain,1,3,0,0
1990,Belgium,Spain,1,2,0,0
1990,South Korea,Uruguay,0,1,0,0
1990,England,Ireland,1,1,0,0
1990,Netherlands,Egypt,1,1,0,0
1990,England,Netherlands,0,0,0,0
1990,Ireland,Egypt,0,0,0,0
1990,England,Egypt,1,0,0,0
1990,Ireland,Netherlands,1,1,0,0
1990,Cameroon,Colombia,2,1,0,0
1990,Czech Republic,Costa Rica,4,1,0,0
1990,Brazil,Argentina,0,1,0,0
1990,Germany,Netherlands,2,1,0,0
1990,Ireland,Romania,5,4,0,0
1990,Italy,Uruguay,2,0,0,0
1990,Spain,Yugoslavia,1,2,0,0
1990,England,Belgium,1,0,0,0
1990,Yugoslavia,Argentina,2,3,0,0
1990,Italy,Ireland,1,0,0,0
1990,Germany,Czech Republic,1,0,0,0
1990,England,Cameroon,3,2,0,0
1990,Italy,Argentina,4,5,0,0
1990,Germany,England,5,4,0,0
1990,Italy,England,2,1,0,0
1990,Germany,Argentina,1,0,0,0
1994,United States,Switzerland,1,1,0,0
1994,Colombia,Romania,1,3,0,0
1994,Romania,Switzerland,1,4,0,0
1994,United States,Colombia,2,1,0,0
1994,United States,Romania,0,1,0,0
1994,Switzerland,Colombia,0,2,0,0
1994,Cameroon,Sweden,2,2,0,0
1994,Brazil,Russian Federation,2,0,0,0
1994,Brazil,Cameroon,3,0,0,0
1994,Sweden,Russian Federation,3,1,0,0
1994,Russian Federation,Cameroon,6,1,0,0
1994,Brazil,Sweden,1,1,0,0
1994,Germany,Bolivia,1,0,0,0
1994,Spain,South Korea,2,2,0,0
1994,Germany,Spain,1,1,0,0
1994,South Korea,Bolivia,0,0,0,0
1994,Bolivia,Spain,1,3,0,0
1994,Germany,South Korea,3,2,0,0
1994,Argentina,Greece,4,0,0,0
1994,Nigeria,Bulgaria,3,0,0,0
1994,Argentina,Nigeria,2,1,0,0
1994,Greece,Bulgaria,0,4,0,0
1994,Greece,Nigeria,0,2,0,0
1994,Argentina,Bulgaria,0,2,0,0
1994,Italy,Ireland,0,1,0,0
1994,Norway,Mexico,1,0,0,0
1994,Italy,Norway,1,0,0,0
1994,Mexico,Ireland,2,1,0,0
1994,Ireland,Norway,0,0,0,0
1994,Italy,Mexico,1,1,0,0
1994,Belgium,Morocco,1,0,0,0
1994,Netherlands,Saudi Arabia,2,1,0,0
1994,Belgium,Netherlands,1,0,0,0
1994,Saudi Arabia,Morocco,2,1,0,0
1994,Morocco,Netherlands,1,2,0,0
1994,Belgium,Saudi Arabia,0,1,0,0
1994,Germany,Belgium,3,2,0,0
1994,Spain,Switzerland,3,0,0,0
1994,Saudi Arabia,Sweden,1,3,0,0
1994,Romania,Argentina,3,2,0,0
1994,Netherlands,Ireland,2,0,0,0
1994,Brazil,United States,1,0,0,0
1994,Nigeria,Italy,1,2,0,0
1994,Mexico,Bulgaria,1,3,0,0
1994,Italy,Spain,2,1,0,0
1994,Netherlands,Brazil,2,3,0,0
1994,Bulgaria,Germany,2,1,0,0
1994,Romania,Sweden,4,5,0,0
1994,Bulgaria,Italy,1,2,0,0
1994,Sweden,Brazil,0,1,0,0
1994,Sweden,Bulgaria,4,0,0,0
1994,Brazil,Italy,3,2,0,0
1998,Brazil,Scotland,2,1,0,0
1998,Morocco,Norway,2,2,0,0
1998,Scotland,Norway,1,1,0,0
1998,Brazil,Morocco,3,0,0,0
1998,Scotland,Morocco,0,3,0,0
1998,Brazil,Norway,1,2,0,0
1998,Cameroon,Austria,1,1,0,0
1998,Italy,Chile,2,2,0,0
1998,Chile,Austria,1,1,0,0
1998,Italy,Cameroon,3,0,0,0
1998,Italy,Austria,2,1,0,0
1998,Chile,Cameroon,1,1,0,0
1998,Saudi Arabia,Denmark,0,1,0,0
1998,France,South Africa,3,0,0,0
1998,France,Saudi Arabia,4,0,0,0
1998,South Africa,Denmark,1,1,0,0
1998,France,Denmark,2,1,0,0
1998,South Africa,Saudi Arabia,2,2,0,0
1998,Paraguay,Bulgaria,0,0,0,0
1998,Spain,Nigeria,2,3,0,0
1998,Nigeria,Bulgaria,1,0,0,0
1998,Spain,Paraguay,0,0,0,0
1998,Spain,Bulgaria,6,1,0,0
1998,Nigeria,Paraguay,1,3,0,0
1998,Netherlands,Belgium,0,0,0,0
1998,South Korea,Mexico,1,3,0,0
1998,Netherlands,South Korea,5,0,0,0
1998,Belgium,Mexico,2,2,0,0
1998,Belgium,South Korea,1,1,0,0
1998,Netherlands,Mexico,2,2,0,0
1998,Yugoslavia,Iran,1,0,0,0
1998,Germany,United States,2,0,0,0
1998,Germany,Yugoslavia,2,2,0,0
1998,United States,Iran,1,2,0,0
1998,Germany,Iran,2,0,0,0
1998,United States,Yugoslavia,0,1,0,0
1998,Romania,Colombia,1,0,0,0
1998,England,Tunisia,2,0,0,0
1998,Colombia,Tunisia,1,0,0,0
1998,Romania,England,2,1,0,0
1998,Romania,Tunisia,1,1,0,0
1998,Colombia,England,0,2,0,0
1998,Jamaica,Croatia,1,3,0,0
1998,Argentina,Japan,1,0,0,0
1998,Japan,Croatia,0,1,0,0
1998,Argentina,Jamaica,5,0,0,0
1998,Japan,Jamaica,1,2,0,0
1998,Argentina,Croatia,1,0,0,0
1998,Brazil,Chile,4,1,0,0
1998,Italy,Norway,1,0,0,0
1998,Nigeria,Denmark,1,4,0,0
1998,France,Paraguay,1,0,0,0
1998,Germany,Mexico,2,1,0,0
1998,Netherlands,Yugoslavia,2,1,0,0
1998,Argentina,England,4,3,0,0
1998,Romania,Croatia,0,1,0,0
1998,Italy,France,3,4,0,0
1998,Brazil,Denmark,3,2,0,0
1998,Germany,Croatia,0,3,0,0
1998,Netherlands,Argentina,2,1,0,0
1998,Brazil,Netherlands,4,2,0,0
1998,France,Croatia,2,1,0,0
1998,Netherlands,Croatia,1,2,0,0
1998,Brazil,France,0,3,0,0
2002,France,Senegal,0,1,0,0
2002,Uruguay,Denmark,1,2,0,0
2002,France,Uruguay,0,0,0,0
2002,Denmark,Senegal,1,1,0,0
2002,Denmark,France,2,0,0,0
2002,Senegal,Uruguay,3,3,0,0
2002,Paraguay,South Africa,2,2,0,0
2002,Spain,Slovenia,3,1,0,0
2002,Spain,Paraguay,3,1,0,0
2002,South Africa,Slovenia,1,0,0,0
2002,South Africa,Spain,2,3,0,0
2002,Slovenia,Paraguay,1,3,0,0
2002,Brazil,Turkey,2,1,0,0
2002,China,Costa Rica,0,2,0,0
2002,Brazil,China,4,0,0,0
2002,Costa Rica,Turkey,1,1,0,0
2002,Costa Rica,Brazil,2,5,0,0
2002,Turkey,China,3,0,0,0
2002,South Korea,Poland,2,0,0,0
2002,United States,Portugal,3,2,0,0
2002,South Korea,United States,1,1,0,0
2002,Portugal,Poland,4,0,0,0
2002,Portugal,South Korea,0,1,0,0
2002,Poland,United States,3,1,0,0
2002,Ireland,Cameroon,1,1,0,0
2002,Germany,Saudi Arabia,8,0,0,0
2002,Germany,Ireland,1,1,0,0
2002,Cameroon,Saudi Arabia,1,0,0,0
2002,Cameroon,Germany,0,2,0,0
2002,Saudi Arabia,Ireland,0,3,0,0
2002,England,Sweden,1,1,0,0
2002,Argentina,Nigeria,1,0,0,0
2002,Sweden,Nigeria,2,1,0,0
2002,Argentina,England,0,1,0,0
2002,Sweden,Argentina,1,1,0,0
2002,Nigeria,England,0,0,0,0
2002,Croatia,Mexico,0,1,0,0
2002,Italy,Ecuador,2,0,0,0
2002,Italy,Croatia,1,2,0,0
2002,Mexico,Ecuador,2,1,0,0
2002,Mexico,Italy,1,1,0,0
2002,Ecuador,Croatia,1,0,0,0
2002,Japan,Belgium,2,2,0,0
2002,Russian Federation,Tunisia,2,0,0,0
2002,Japan,Russian Federation,1,0,0,0
2002,Tunisia,Belgium,1,1,0,0
2002,Tunisia,Japan,0,2,0,0
2002,Belgium,Russian Federation,3,2,0,0
2002,Germany,Paraguay,1,0,0,0
2002,Denmark,England,0,3,0,0
2002,Sweden,Senegal,1,2,0,0
2002,Spain,Ireland,4,3,0,0
2002,Mexico,United States,0,2,0,0
2002,Brazil,Belgium,2,0,0,0
2002,Japan,Turkey,0,1,0,0
2002,South Korea,Italy,2,1,0,0
2002,England,Brazil,1,2,0,0
2002,Germany,United States,1,0,0,0
2002,Spain,South Korea,3,5,0,0
2002,Senegal,Turkey,0,1,0,0
2002,Germany,South Korea,1,0,0,0
2002,Brazil,Turkey,1,0,0,0
2002,South Korea,Turkey,2,3,0,0
2002,Germany,Brazil,0,2,0,0
2006,Germany,Costa Rica,4,2,0,0
2006,Poland,Ecuador,0,2,0,0
2006,Germany,Poland,1,0,0,0
2006,Ecuador,Costa Rica,3,0,0,0
2006,Ecuador,Germany,0,3,0,0
2006,Costa Rica,Poland,1,2,0,0
2006,England,Paraguay,1,0,0,0
2006,Trinidad and Tobago,Sweden,0,0,0,0
2006,England,Trinidad and Tobago,2,0,0,0
2006,Sweden,Paraguay,1,0,0,0
2006,Sweden,England,2,2,0,0
2006,Paraguay,Trinidad and Tobago,2,0,0,0
2006,Argentina,Côte d'Ivoire,2,1,0,0
2006,Serbia,Netherlands,0,1,0,0
2006,Argentina,Serbia,6,0,0,0
2006,Netherlands,Côte d'Ivoire,2,1,0,0
2006,Netherlands,Argentina,0,0,0,0
2006,Côte d'Ivoire,Serbia,3,2,0,0
2006,Mexico,Iran,3,1,0,0
2006,Angola,Portugal,0,1,0,0
2006,Mexico,Angola,0,0,0,0
2006,Portugal,Iran,2,0,0,0
2006,Portugal,Mexico,2,1,0,0
2006,Iran,Angola,1,1,0,0
2006,Italy,Ghana,2,0,0,0
2006,United States,Czech Republic,0,3,0,0
2006,Italy,United States,1,1,0,0
2006,Czech Republic,Ghana,0,2,0,0
2006,Czech Republic,Italy,0,2,0,0
2006,Ghana,United States,2,1,0,0
2006,Brazil,Croatia,1,0,0,0
2006,Australia,Japan,3,1,0,0
2006,Brazil,Australia,2,0,0,0
2006,Japan,Croatia,0,0,0,0
2006,Japan,Brazil,1,4,0,0
2006,Croatia,Australia,2,2,0,0
2006,France,Switzerland,0,0,0,0
2006,South Korea,Togo,2,1,0,0
2006,France,South Korea,1,1,0,0
2006,Togo,Switzerland,0,2,0,0
2006,Togo,France,0,2,0,0
2006,Switzerland,South Korea,2,0,0,0
2006,Spain,Ukraine,4,0,0,0
2006,Tunisia,Saudi Arabia,2,2,0,0
2006,Spain,Tunisia,3,1,0,0
2006,Saudi Arabia,Ukraine,0,4,0,0
2006,Saudi Arabia,Spain,0,1,0,0
2006,Ukraine,Tunisia,1,0,0,0
2006,Germany,Sweden,2,0,0,0
2006,Argentina,Mexico,2,1,0,0
2006,England,Ecuador,1,0,0,0
2006,Portugal,Netherlands,1,0,0,0
2006,Italy,Australia,1,0,0,0
2006,Switzerland,Ukraine,0,0,0,0
2006,Brazil,Ghana,3,0,0,0
2006,Spain,France,1,3,0,0
2006,Germany,Italy,0,2,0,0
2006,Italy,Ukraine,3,0,0,0
2006,England,Portugal,0,0,0,0
2006,Brazil,France,0,1,0,0
2006,Germany,Argentina,1,1,0,0
2006,Portugal,France,0,1,0,0
2006,Germany,Portugal,3,1,0,0
2006,Italy,France,1,1,0,0
2010,South Africa,Mexico,1,1,0,0
2010,Uruguay,France,0,0,0,0
2010,South Africa,Uruguay,0,3,0,0
2010,France,Mexico,0,2,0,0
2010,Mexico,Uruguay,0,1,0,0
2010,France,South Africa,1,2,0,0
2010,South Korea,Greece,2,0,0,0
2010,Argentina,Nigeria,1,0,0,0
2010,Argentina,South Korea,4,1,0,0
2010,Greece,Nigeria,2,1,0,0
2010,Nigeria,South Korea,2,2,0,0
2010,Greece,Argentina,0,2,0,0
2010,England,United States,1,1,0,0
2010,Algeria,Slovenia,1,1,0,0
2010,Slovenia,United States,2,2,0,0
2010,England,Algeria,0,0,0,0
2010,United States,Algeria,1,0,0,0
2010,Slovenia,England,0,1,0,0
2010,Serbia,Ghana,0,1,0,0
2010,Germany,Australia,4,0,0,0
2010,Germany,Serbia,0,1,0,0
2010,Ghana,Australia,1,1,0,0
2010,Australia,Serbia,1,1,0,0
2010,Ghana,Germany,1,1,0,0
2010,Netherlands,Denmark,2,0,0,0
2010,Japan,Cameroon,1,0,0,0
2010,Netherlands,Japan,1,0,0,0
2010,Cameroon,Denmark,1,2,0,0
2010,Denmark,Japan,1,3,0,0
2010,Cameroon,Netherlands,1,2,0,0
2010,Italy,Paraguay,1,1,0,0
2010,New Zealand,Slovakia,1,1,0,0
2010,Slovakia,Paraguay,0,2,0,0
2010,Italy,New Zealand,1,1,0,0
2010,Slovakia,Italy,3,2,0,0
2010,Paraguay,New Zealand,0,0,0,0
2010,Côte d'Ivoire,Portugal,0,0,0,0
2010,Brazil,North Korea,2,1,0,0
2010,Brazil,Côte d'Ivoire,3,1,0,0
2010,Portugal,North Korea,7,0,0,0
2010,Portugal,Brazil,0,0,0,0
2010,North Korea,Côte d'Ivoire,0,3,0,0
2010,Honduras,Chile,0,1,0,0
2010,Spain,Switzerland,0,1,0,0
2010,Chile,Switzerland,1,0,0,0
2010,Spain,Honduras,2,0,0,0
2010,Chile,Spain,1,2,0,0
2010,Switzerland,Honduras,0,0,0,0
2010,Uruguay,South Korea,2,1,0,0
2010,United States,Ghana,1,2,0,0
2010,Germany,England,4,1,0,0
2010,Argentina,Mexico,3,1,0,0
2010,Netherlands,Slovakia,2,1,0,0
2010,Brazil,Chile,3,0,0,0
2010,Paraguay,Japan,0,0,5,3
2010,Spain,Portugal,1,0,0,0
2010,Netherlands,Brazil,2,1,0,0
2010,Uruguay,Ghana,1,1,4,2
2010,Argentina,Germany,0,4,0,0
2010,Paraguay,Spain,0,1,0,0
2010,Uruguay,Netherlands,2,3,0,0
2010,Germany,Spain,0,1,0,0
2010,Uruguay,Germany,2,3,0,0
2010,Netherlands,Spain,0,1,0,0
2014,Brazil,Croatia,3,1,0,0
2014,Mexico,Cameroon,1,0,0,0
2014,Brazil,Mexico,1,0,0,0
2014,Cameroon,Croatia,1,0,0,0
2014,Cameroon,Brazil,1,0,0,0
2014,Croatia,Mexico,1,0,0,0
2014,Spain,Netherlands,1,5,0,0
2014,Chile,Australia,3,1,0,0
2014,Spain,Chile,3,1,0,0
2014,Australia,Netherlands,3,1,0,0
2014,Australia,Spain,3,1,0,0
2014,Netherlands,Chile,3,1,0,0
2014,Colombia,Greece,3,1,0,0
2014,Côte d'Ivoire,Japan,3,1,0,0
2014,Colombia,Côte d'Ivoire,3,1,0,0
2014,Japan,Greece,3,1,0,0
2014,Japan,Colombia,3,1,0,0
2014,Greece,Côte d'Ivoire,3,1,0,0
2014,Uruguay,Costa Rica,3,1,0,0
2014,England,Italy,3,1,0,0
2014,Uruguay,England,3,1,0,0
2014,Italy,Costa Rica,3,1,0,0
2014,Italy,Uruguay,3,1,0,0
2014,Costa Rica,England,3,1,0,0
2014,Switzerland,Ecuador,3,1,0,0
2014,France,Honduras,3,1,0,0
2014,Switzerland,France,3,1,0,0
2014,Honduras,Ecuador,3,1,0,0
2014,Honduras,Switzerland,3,1,0,0
2014,Ecuador,France,3,1,0,0
2014,Argentina,Bosnia and Herzegovina,3,1,0,0
2014,Iran,Nigeria,3,1,0,0
2014,Argentina,Iran,3,1,0,0
2014,Nigeria,Bosnia and Herzegovina,3,1,0,0
2014,Nigeria,Argentina,3,1,0,0
2014,Bosnia and Herzegovina,Iran,3,1,0,0
2014,Germany,Portugal,3,1,0,0
2014,Ghana,United States,3,1,0,0
2014,Germany,Ghana,3,1,0,0
2014,United States,Portugal,3,1,0,0
2014,United States,Germany,3,1,0,0
2014,Portugal,Ghana,3,1,0,0
2014,Belgium,Algeria,3,1,0,0
2014,Russian Federation,South Korea,3,1,0,0
2014,Belgium,Russian Federation,3,1,0,0
2014,South Korea,Algeria,3,1,0,0
2014,South Korea,Belgium,3,1,0,0
2014,Algeria,Russian Federation,3,1,0,0
2014,Brazil,Chile,1,1,3,2
2014,Colombia,Uruguay,2,0,0,0
2014,Netherlands,Mexico,2,1,0,0
2014,Costa Rica,Greece,1,1,5,3
2014,France,Nigeria,2,0,0,0
2014,Germany,Algeria,2,1,0,0
2014,Argentina,Switzerland,1,0,0,0
2014,Belgium,United States,2,1,0,0
2014,Brazil,Colombia,2,1,0,0
2014,France,Germany,0,1,0,0
2014,Netherlands,Costa Rica,0,0,4,3
2014,Argentina,Belgium,1,0,0,0
2014,Brazil,Germany,1,7,0,0
2014,Netherlands,Argentina,0,0,2,4
2014,Brazil,Netherlands,0,3,0,0
2014,Germany,Argentina,1,0,0,0
2018,Russian Federation,Saudi Arabia,5,0,0,0
2018,Egypt,Uruguay,0,1,0,0
2018,Russian Federation,Egypt,3,1,0,0
2018,Uruguay,Saudi Arabia,1,0,0,0
2018,Uruguay,Russian Federation,3,0,0,0
2018,Saudi Arabia,Egypt,2,1,0,0
2018,Morocco,Iran,0,1,0,0
2018,Portugal,Spain,3,3,0,0
2018,Portugal,Morocco,1,0,0,0
2018,Iran,Spain,0,1,0,0
2018,Iran,Portugal,1,1,0,0
2018,Spain,Morocco,2,2,0,0
2018,France,Australia,2,1,0,0
2018,Peru,Denmark,0,1,0,0
2018,Denmark,Australia,1,1,0,0
2018,France,Peru,1,0,0,0
2018,Denmark,France,0,0,0,0
2018,Australia,Peru,0,2,0,0
2018,Argentina,Iceland,1,1,0,0
2018,Croatia,Nigeria,2,0,0,0
2018,Argentina,Croatia,0,3,0,0
2018,Nigeria,Iceland,2,0,0,0
2018,Nigeria,Argentina,1,2,0,0
2018,Iceland,Croatia,1,2,0,0
2018,Costa Rica,Serbia,0,1,0,0
2018,Brazil,Switzerland,1,1,0,0
2018,Brazil,Costa Rica,0,2,0,0
2018,Serbia,Switzerland,1,2,0,0
2018,Serbia,Brazil,0,2,0,0
2018,Switzerland,Costa Rica,2,2,0,0
2018,Germany,Mexico,0,1,0,0
2018,Sweden,South Korea,1,0,0,0
2018,South Korea,Mexico,1,2,0,0
2018,Germany,Sweden,2,1,0,0
2018,South Korea,Germany,2,0,0,0
2018,Mexico,Sweden,0,3,0,0
2018,Belgium,Panama,3,0,0,0
2018,Tunisia,England,1,2,0,0
2018,Belgium,Tunisia,5,2,0,0
2018,England,Panama,6,1,0,0
2018,England,Belgium,0,1,0,0
2018,Panama,Tunisia,1,2,0,0
2018,Colombia,Japan,1,2,0,0
2018,Poland,Senegal,1,2,0,0
2018,Japan,Senegal,2,2,0,0
2018,Poland,Colombia,0,3,0,0
2018,Japan,Poland,0,1,0,0
2018,Senegal,Colombia,0,1,0,0
2018,France,Argentina,4,3,0,0
2018,Uruguay,Portugal,2,1,0,0
2018,Spain,Russian Federation,1,1,3,4
2018,Croatia,Denmark,1,1,3,2
2018,Brazil,Mexico,2,0,0,0
2018,Belgium,Japan,3,2,0,0
2018,Sweden,Switzerland,1,0,0,0
2018,Colombia,England,1,1,3,4
2018,Uruguay,France,0,2,0,0
2018,Brazil,Belgium,1,2,0,0
2018,Sweden,England,0,2,0,0
2018,Russian Federation,Croatia,2,2,3,4
2018,France,Belgium,1,0,0,0
2018,Croatia,England,2,1,0,0
2018,Belgium,England,2,0,0,0
2018,France,Croatia,4,2,0,0
